1813,43720
2666,43720
2666,42503
2716,42503
2716,41195
2312,41195
2312,39998
2589,39998
2589,38961
3533,38961
3533,37735
3628,37735
3628,36546
3891,36546
3891,35426
4385,35426
4385,34229
4636,34229
4636,33077
5030,33077
5030,31900
5365,31900
5365,30944
6227,30944
6227,29769
6568,29769
6568,28433
6606,28433
6606,27418
7313,27418
7313,26275
7777,26275
7777,25552
8961,25552
8961,24577
9683,24577
9683,23129
9687,23129
9687,22300
10641,22300
10641,21279
11313,21279
11313,20286
12023,20286
12023,19683
13213,19683
13213,18319
13483,18319
13483,17693
14613,17693
14613,16947
15590,16947
15590,16218
16569,16218
16569,15163
17229,15163
17229,14557
18313,14557
18313,13183
18725,13183
18725,12585
19816,12585
19816,12148
21015,12148
21015,11048
21709,11048
21709,10762
22992,10762
22992,9767
23784,9767
23784,9322
24939,9322
24939,8676
25963,8676
25963,7514
26707,7514
26707,7778
28224,7778
28224,6471
28929,6471
28929,5994
30058,5994
30058,5415
31142,5415
31142,5016
32302,5016
32302,5001
33600,5001
33600,4185
34606,4185
34606,4274
35915,4274
35915,4067
37115,4067
37115,3573
38237,3573
38237,3513
39467,3513
39467,2540
40504,2540
40504,2957
41821,2957
41821,2937
43041,2937
43041,2846
44244,2846
44244,2199
45390,2199
45390,2050
46599,2050
46599,2503
47839,2503
47839,2250
49039,2250
49039,1529
50252,1529
50252,2416
51454,2416
51454,1673
52703,1673
52703,1731
53929,1731
53929,2741
55054,2741
55054,2806
56260,2806
56260,2303
57561,2303
57561,3250
58630,3250
58630,3491
59810,3491
59810,3232
61110,3232
61110,3305
62350,3305
62350,4267
63344,4267
63344,4292
64603,4292
64603,4541
65803,4541
65803,4718
67039,4718
67039,5971
67854,5971
67854,5795
69243,5795
69243,6472
70275,6472
70275,7075
71333,7075
71333,7586
72437,7586
72437,7724
73754,7724
73754,9007
74419,9007
74419,9432
75580,9432
75580,9758
76823,9758
76823,10995
77451,10995
77451,11204
78800,11204
78800,12349
79458,12349
79458,12754
80694,12754
80694,13689
81501,13689
81501,14846
82094,14846
82094,15182
83443,15182
83443,16129
84225,16129
84225,17007
85072,17007
85072,18270
85490,18270
85490,18716
86827,18716
86827,20047
87127,20047
87127,20860
88053,20860
88053,21861
88741,21861
88741,22893
89380,22893
89380,24056
89814,24056
89814,24648
91149,24648
91149,26031
91207,26031
91207,26881
92167,26881
92167,28131
92401,28131
92401,29090
93195,29090
93195,30092
93928,30092
93928,31302
94206,31302
94206,32338
94892,32338
94892,33518
95224,33518
95224,34662
95649,34662
95649,35913
95732,35913
95732,37043
96192,37043
96192,38216
96509,38216
96509,39482
96423,39482
96423,40678
96588,40678
96588,41805
97135,41805
97135,43000
97341,43000
97341,44214
97400,44214
97400,45418
97517,45418
97517,46570
98364,46570
98364,47828
97740,47828
97740,49030
98198,49030
98198,50248
